ID,Cell Name,Station ID,OBC Variant Number,Part Serial Number (SFC),Screw Material Number,PKP,AST11,Action (Task) Number,Program Number,Status,Date And Time,Last Step Number,Run Time,Step1 Number,Step1 Torque Low Value,Step1 Torque Target Value,Step1 Torque Measured Value,Step1 Torque Up Value,Step1 Angle Low Value,Step1 Angle Target Value,Step1 Angle Measured Value,Step1 Angle Up Value,Step2 Number,Step2 Torque Low Value,Step2 Torque Target Value,Step2 Torque Measured Value,Step2 Torque Up Value,Step2 Angle Low Value,Step2 Angle Target Value,Step2 Angle Measured Value,Step2 Angle Up Value,Step3 Number,Step3 Torque Low Value,Step3 Torque Target Value,Step3 Torque Measured Value,Step3 Torque Up Value,Step3 Angle Low Value,Step3 Angle Target Value,Step3 Angle Measured Value,Step3 Angle Up Value,Comment
144484,ST030,2,10352189,XT006RJR77300,10314078,1,1,20,2,0,2018-11-20 17:26:52,6,2.07,4,0.00,0.00,0.35,1.00,300,380,1900,450,6,0.05,0.00,1.52,1.60,1400,1900,15,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144483,ST030,2,10352189,XT006RJR77300,10314078,1,1,19,2,0,2018-11-20 17:26:46,6,2.05,4,0.00,0.00,0.31,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144482,ST030,2,10352189,XT006RJR77300,10314078,1,1,18,2,0,2018-11-20 17:26:41,6,2.06,4,0.00,0.00,0.36,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144481,ST030,2,10352189,XT006RJR77300,10314078,1,1,17,2,0,2018-11-20 17:26:36,6,2.19,4,0.00,0.00,0.33,1.00,300,380,1900,450,6,0.05,0.00,1.50,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144480,ST030,1,10352189,XT006RJV81910,10314078,1,1,31,2,0,2018-11-20 17:26:33,17,4.84,13,0.95,1.00,0.63,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,35,60,17,0.95,1.00,1.00,1.10,1,0,35,100,OK
144479,ST030,2,10352189,XT006RJR77300,10314078,1,1,16,2,0,2018-11-20 17:26:30,6,2.04,4,0.00,0.00,0.43,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,15,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144478,ST030,2,10352189,XT006RJR77300,10314078,1,1,15,2,0,2018-11-20 17:26:25,6,1.93,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144477,ST030,2,10352189,XT006RJR77300,10314078,1,1,14,2,0,2018-11-20 17:26:19,6,2.20,4,0.00,0.00,0.33,1.00,300,380,1900,450,6,0.05,0.00,1.51,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144476,ST030,1,10352189,XT006RJV81910,10314078,1,1,27,2,0,2018-11-20 17:26:19,17,4.99,13,0.95,1.00,0.62,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,8,60,17,0.95,1.00,1.01,1.10,1,0,8,100,OK
144475,ST030,2,10352189,XT006RJR77300,10314078,1,1,13,2,0,2018-11-20 17:26:14,6,2.14,4,0.00,0.00,0.39,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144474,ST030,2,10352189,XT006RJR77300,10314078,1,1,12,1,0,2018-11-20 17:26:08,6,2.92,4,0.00,0.00,0.93,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144473,ST030,1,10352189,XT006RJV81910,10314078,1,1,23,2,0,2018-11-20 17:26:05,17,4.51,13,0.95,1.00,0.65,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,15,60,17,0.95,1.00,1.00,1.10,1,0,15,100,OK
144472,ST030,2,10352189,XT006RJR77300,10314078,1,1,11,1,0,2018-11-20 17:26:02,6,2.91,4,0.00,0.00,1.18,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,22,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144471,ST030,2,10352189,XT006RJR77300,10314078,1,1,10,1,0,2018-11-20 17:25:55,6,2.17,4,0.00,0.00,0.84,1.00,300,380,2101,450,6,0.05,0.00,1.53,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144470,ST030,1,10352189,XT006RJV81910,10314078,1,1,19,2,0,2018-11-20 17:25:53,17,4.48,13,0.95,1.00,0.55,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,5,60,17,0.95,1.00,1.00,1.10,1,0,5,100,OK
144469,ST030,2,10352189,XT006RJR77300,10314078,1,1,9,1,0,2018-11-20 17:25:50,6,3.17,4,0.00,0.00,1.00,1.00,300,380,2102,450,6,0.05,0.00,1.49,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144468,ST030,2,10352189,XT006RJR77300,10314078,1,1,8,1,0,2018-11-20 17:25:43,6,2.66,4,0.00,0.00,0.89,1.00,300,380,2100,450,6,0.05,0.00,1.50,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144467,ST030,1,10352189,XT006RJV81910,10314078,1,1,15,2,0,2018-11-20 17:25:41,17,4.49,13,0.95,1.00,0.49,1.05,0,0,40,0,15,0.01,0.00,1.07,1.50,30,40,5,60,17,0.95,1.00,1.07,1.10,1,0,5,100,OK
144466,ST030,2,10352189,XT006RJR77300,10314078,1,1,7,1,0,2018-11-20 17:25:37,6,3.41,4,0.00,0.00,1.12,1.00,300,380,2100,450,6,0.05,0.00,1.48,1.50,1900,2100,84,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144465,ST030,2,10352189,XT006RJR77300,10314078,1,1,6,1,0,2018-11-20 17:25:30,6,2.76,4,0.00,0.00,0.69,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144464,ST030,1,10352189,XT006RJV81910,10314078,1,1,11,2,0,2018-11-20 17:25:28,17,4.63,13,0.95,1.00,0.59,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,7,60,17,0.95,1.00,1.02,1.10,1,0,7,100,OK
144463,ST030,2,10352189,XT006RJR77300,10314078,1,1,5,1,0,2018-11-20 17:25:24,6,2.54,4,0.00,0.00,0.88,1.00,300,380,2100,450,6,0.05,0.00,1.54,1.50,1900,2100,5,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144462,ST030,2,10352189,XT006RJR77300,10314078,1,1,4,1,0,2018-11-20 17:25:17,6,2.57,4,0.00,0.00,0.88,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,12,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144461,ST030,2,10352189,XT006RJR77300,10314078,1,1,3,1,0,2018-11-20 17:25:11,6,3.30,4,0.00,0.00,0.74,1.00,300,380,2101,450,6,0.05,0.00,1.48,1.50,1900,2100,20,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144460,ST030,2,10352189,XT006RJR77300,10314078,1,1,2,1,0,2018-11-20 17:25:04,6,2.31,4,0.00,0.00,0.82,1.00,300,380,2100,450,6,0.05,0.00,1.52,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144459,ST030,2,10352189,XT006RJR77450,10314078,1,1,24,2,0,2018-11-20 17:24:40,6,2.19,4,0.00,0.00,0.38,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144458,ST030,2,10352189,XT006RJR77450,10314078,1,1,23,2,0,2018-11-20 17:24:34,6,2.19,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,21,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144457,ST030,2,10352189,XT006RJR77450,10314078,1,1,22,2,0,2018-11-20 17:24:29,6,2.04,4,0.00,0.00,0.32,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144456,ST030,2,10352189,XT006RJR77450,10314078,1,1,21,2,0,2018-11-20 17:24:23,6,2.19,4,0.00,0.00,0.37,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144455,ST030,2,10352189,XT006RJR77450,10314078,1,1,20,2,0,2018-11-20 17:24:18,6,2.46,4,0.00,0.00,0.26,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,14,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144454,ST030,2,10352189,XT006RJR77450,10314078,1,1,19,2,0,2018-11-20 17:24:12,6,2.12,4,0.00,0.00,0.27,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144453,ST030,2,10352189,XT006RJR77450,10314078,1,1,18,2,0,2018-11-20 17:24:07,6,2.22,4,0.00,0.00,0.36,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144452,ST030,2,10352189,XT006RJR77450,10314078,1,1,17,2,0,2018-11-20 17:24:01,6,2.54,4,0.00,0.00,0.29,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144451,ST030,2,10352189,XT006RJR77450,10314078,1,1,16,2,0,2018-11-20 17:23:55,6,2.32,4,0.00,0.00,0.32,1.00,300,380,1902,450,6,0.05,0.00,1.53,1.60,1400,1900,23,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144450,ST030,2,10352189,XT006RJR77450,10314078,1,1,15,2,0,2018-11-20 17:23:49,6,2.06,4,0.00,0.00,0.30,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144449,ST030,2,10352189,XT006RJR77450,10314078,1,1,14,2,0,2018-11-20 17:23:44,6,2.06,4,0.00,0.00,0.32,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144448,ST030,2,10352189,XT006RJR77450,10314078,1,1,13,2,0,2018-11-20 17:23:39,6,2.17,4,0.00,0.00,0.32,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144447,ST030,2,10352189,XT006RJR77450,10314078,1,1,12,1,0,2018-11-20 17:23:33,6,2.64,4,0.00,0.00,0.95,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144446,ST030,2,10352189,XT006RJR77450,10314078,1,1,11,1,0,2018-11-20 17:23:27,6,2.34,4,0.00,0.00,0.64,1.00,300,380,2102,450,6,0.05,0.00,1.50,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144445,ST030,2,10352189,XT006RJR77450,10314078,1,1,10,1,0,2018-11-20 17:23:21,6,2.31,4,0.00,0.00,0.79,1.00,300,380,2101,450,6,0.05,0.00,1.54,1.50,1900,2100,10,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144444,ST030,2,10352189,XT006RJR77450,10314078,1,1,9,1,0,2018-11-20 17:23:15,6,2.69,4,0.00,0.00,1.36,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,283,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144443,ST030,2,10352189,XT006RJR77450,10314078,1,1,8,1,0,2018-11-20 17:23:09,6,2.43,4,0.00,0.00,0.73,1.00,300,380,2101,450,6,0.05,0.00,1.54,1.50,1900,2100,10,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144442,ST030,1,10352189,XT006RJR77300,10314078,1,1,31,2,0,2018-11-20 17:23:05,17,4.75,13,0.95,1.00,0.59,1.05,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,52,60,17,0.95,1.00,1.03,1.10,1,0,52,100,OK
144441,ST030,2,10352189,XT006RJR77450,10314078,1,1,7,1,0,2018-11-20 17:23:03,6,2.69,4,0.00,0.00,0.68,1.00,300,380,2101,450,6,0.05,0.00,1.49,1.50,1900,2100,13,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144440,ST030,2,10352189,XT006RJR77450,10314078,1,1,6,1,0,2018-11-20 17:22:57,6,3.29,4,0.00,0.00,0.54,1.00,300,380,2102,450,6,0.05,0.00,1.50,1.50,1900,2100,12,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144439,ST030,1,10352189,XT006RJR77300,10314078,1,1,27,2,0,2018-11-20 17:22:52,17,4.81,13,0.95,1.00,0.58,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,96,60,17,0.95,1.00,1.00,1.10,1,0,96,100,OK
144438,ST030,2,10352189,XT006RJR77450,10314078,1,1,5,1,0,2018-11-20 17:22:50,6,2.30,4,0.00,0.00,0.68,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144437,ST030,2,10352189,XT006RJR77450,10314078,1,1,4,1,0,2018-11-20 17:22:44,6,3.52,4,0.00,0.00,1.04,1.00,300,380,2100,450,6,0.05,0.00,1.49,1.50,1900,2100,170,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144436,ST030,1,10352189,XT006RJR77300,10314078,1,1,23,2,0,2018-11-20 17:22:41,17,3.81,13,0.95,1.00,0.29,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,9,60,17,0.95,1.00,1.00,1.10,1,0,9,100,OK
144435,ST030,2,10352189,XT006RJR77450,10314078,1,1,3,1,0,2018-11-20 17:22:37,6,4.59,4,0.00,0.00,0.62,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,32,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144434,ST030,2,10352189,XT006RJR77450,10314078,1,1,2,1,0,2018-11-20 17:22:29,6,2.24,4,0.00,0.00,0.85,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144433,ST030,1,10352189,XT006RJR77300,10314078,1,1,23,15,0,2018-11-20 17:22:10,0,4.64,0,0.00,0.00,0.00,2.50,950,1000,0,1200,0,0.00,0.00,0.00,2.60,0,4000,0,65535,0,0.00,0.00,0.00,0.00,0,0,0,0,ReWork
144432,ST030,2,10352189,XT006RK182810,10314078,1,1,24,2,0,2018-11-20 17:22:09,6,2.16,4,0.00,0.00,0.35,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,16,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144431,ST030,2,10352189,XT006RK182810,10314078,1,1,23,2,0,2018-11-20 17:22:03,6,2.22,4,0.00,0.00,0.33,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144430,ST030,1,10352189,XT006RJR77300,10314078,1,1,23,2,3,2018-11-20 17:21:59,14,4.37,11,0.95,1.00,0.99,1.05,0,0,77,0,13,0.01,0.00,0.71,1.50,30,40,40,60,14,0.95,1.00,0.94,1.10,1,0,100,100,ANGLE_HIGH
144429,ST030,2,10352189,XT006RK182810,10314078,1,1,22,2,0,2018-11-20 17:21:58,6,2.16,4,0.00,0.00,0.30,1.00,300,380,1902,450,6,0.05,0.00,1.53,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144428,ST030,2,10352189,XT006RK182810,10314078,1,1,21,2,0,2018-11-20 17:21:52,6,2.57,4,0.00,0.00,0.31,1.00,300,380,1900,450,6,0.05,0.00,1.48,1.60,1400,1900,13,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144427,ST030,1,10352189,XT006RJR77300,10314078,1,1,19,2,0,2018-11-20 17:21:48,17,4.15,13,0.95,1.00,0.53,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,4,60,17,0.95,1.00,1.00,1.10,1,0,4,100,OK
144426,ST030,2,10352189,XT006RK182810,10314078,1,1,20,2,0,2018-11-20 17:21:46,6,2.22,4,0.00,0.00,0.34,1.00,300,380,1901,450,6,0.05,0.00,1.50,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144425,ST030,2,10352189,XT006RK182810,10314078,1,1,19,2,0,2018-11-20 17:21:41,6,2.07,4,0.00,0.00,0.35,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,19,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144424,ST030,2,10352189,XT006RK182810,10314078,1,1,18,2,0,2018-11-20 17:21:36,6,2.16,4,0.00,0.00,0.34,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144423,ST030,1,10352189,XT006RJR77300,10314078,1,1,15,2,0,2018-11-20 17:21:36,17,4.61,13,0.95,1.00,0.66,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,25,60,17,0.95,1.00,1.00,1.10,1,0,25,100,OK
144422,ST030,2,10352189,XT006RK182810,10314078,1,1,17,2,0,2018-11-20 17:21:30,6,2.41,4,0.00,0.00,0.26,1.00,300,380,1902,450,6,0.05,0.00,1.51,1.60,1400,1900,25,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144421,ST030,2,10352189,XT006RK182810,10314078,1,1,16,2,0,2018-11-20 17:21:24,6,2.22,4,0.00,0.00,0.33,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144420,ST030,1,10352189,XT006RJR77300,10314078,1,1,11,2,0,2018-11-20 17:21:23,17,4.30,13,0.95,1.00,0.50,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,12,60,17,0.95,1.00,1.00,1.10,1,0,12,100,OK
144419,ST030,2,10352189,XT006RK182810,10314078,1,1,15,2,0,2018-11-20 17:21:19,6,2.06,4,0.00,0.00,0.32,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,21,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144418,ST030,2,10352189,XT006RK182810,10314078,1,1,14,2,0,2018-11-20 17:21:14,6,2.10,4,0.00,0.00,0.32,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,21,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144417,ST030,2,10352189,XT006RK182810,10314078,1,1,13,2,0,2018-11-20 17:21:08,6,2.16,4,0.00,0.00,0.40,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144416,ST030,2,10352189,XT006RK182810,10314078,1,1,12,1,0,2018-11-20 17:21:02,6,2.58,4,0.00,0.00,0.72,1.00,300,380,2102,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144415,ST030,2,10352189,XT006RK182810,10314078,1,1,11,1,0,2018-11-20 17:20:56,6,2.91,4,0.00,0.00,0.94,1.00,300,380,2100,450,6,0.05,0.00,1.51,1.50,1900,2100,7,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144414,ST030,2,10352189,XT006RK182810,10314078,1,1,10,1,0,2018-11-20 17:20:50,6,2.17,4,0.00,0.00,0.76,1.00,300,380,2101,450,6,0.05,0.00,1.51,1.50,1900,2100,9,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144413,ST030,2,10352189,XT006RK182810,10314078,1,1,9,1,0,2018-11-20 17:20:44,6,2.80,4,0.00,0.00,0.89,1.00,300,380,2101,450,6,0.05,0.00,1.52,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144412,ST030,2,10352189,XT006RK182810,10314078,1,1,8,1,0,2018-11-20 17:20:38,6,2.30,4,0.00,0.00,0.66,1.00,300,380,2101,450,6,0.05,0.00,1.53,1.50,1900,2100,6,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144411,ST030,2,10352189,XT006RK182810,10314078,1,1,7,1,0,2018-11-20 17:20:32,6,2.44,4,0.00,0.00,0.75,1.00,300,380,2100,450,6,0.05,0.00,1.48,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144410,ST030,2,10352189,XT006RK182810,10314078,1,1,6,1,0,2018-11-20 17:20:26,6,2.91,4,0.00,0.00,0.63,1.00,300,380,2102,450,6,0.05,0.00,1.49,1.50,1900,2100,16,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144409,ST030,2,10352189,XT006RK182810,10314078,1,1,5,1,0,2018-11-20 17:20:20,6,2.31,4,0.00,0.00,0.70,1.00,300,380,2101,450,6,0.05,0.00,1.50,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144408,ST030,2,10352189,XT006RK182810,10314078,1,1,4,1,0,2018-11-20 17:20:14,6,2.80,4,0.00,0.00,0.62,1.00,300,380,2101,450,6,0.05,0.00,1.53,1.50,1900,2100,15,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144407,ST030,2,10352189,XT006RK182810,10314078,1,1,3,1,0,2018-11-20 17:20:07,6,4.59,4,0.00,0.00,0.57,1.00,300,380,2100,450,6,0.05,0.00,1.50,1.50,1900,2100,99,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144406,ST030,2,10352189,XT006RK182810,10314078,1,1,2,1,0,2018-11-20 17:19:59,6,2.20,4,0.00,0.00,0.66,1.00,300,380,2100,450,6,0.05,0.00,1.49,1.50,1900,2100,8,2300,0,1.35,1.50,0.00,1.65,2,0,0,400,OK
144405,ST030,1,10352189,XT006RJR77450,10314078,1,1,31,2,0,2018-11-20 17:19:31,17,3.66,13,0.95,1.00,0.40,1.05,0,0,40,0,15,0.01,0.00,1.03,1.50,30,40,5,60,17,0.95,1.00,1.03,1.10,1,0,5,100,OK
144404,ST030,1,10352189,XT006RJR77450,10314078,1,1,27,2,0,2018-11-20 17:19:20,17,3.89,13,0.95,1.00,0.39,1.05,0,0,40,0,15,0.01,0.00,1.05,1.50,30,40,7,60,17,0.95,1.00,1.05,1.10,1,0,7,100,OK
144403,ST030,1,10352189,XT006RJR77450,10314078,1,1,23,2,0,2018-11-20 17:19:08,17,3.99,13,0.95,1.00,0.47,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,10,60,17,0.95,1.00,1.00,1.10,1,0,10,100,OK
144402,ST030,1,10352189,XT006RJR77450,10314078,1,1,19,2,0,2018-11-20 17:18:57,17,4.22,13,0.95,1.00,0.42,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,7,60,17,0.95,1.00,1.01,1.10,1,0,7,100,OK
144401,ST030,1,10352189,XT006RJR77450,10314078,1,1,15,2,0,2018-11-20 17:18:47,17,3.87,13,0.95,1.00,0.40,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,9,60,17,0.95,1.00,1.02,1.10,1,0,9,100,OK
144400,ST030,1,10352189,XT006RJR77450,10314078,1,1,11,2,0,2018-11-20 17:18:35,17,3.74,13,0.95,1.00,0.48,1.05,0,0,40,0,15,0.01,0.00,1.04,1.50,30,40,6,60,17,0.95,1.00,1.04,1.10,1,0,6,100,OK
144399,ST030,1,10352189,XT006RK182810,10314078,1,1,31,2,0,2018-11-20 17:16:13,17,4.12,13,0.95,1.00,0.41,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,6,60,17,0.95,1.00,1.00,1.10,1,0,6,100,OK
144398,ST030,2,10352189,XT006RJV81810,10314078,1,1,24,2,0,2018-11-20 17:16:12,6,2.19,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,20,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144397,ST030,2,10352189,XT006RJV81810,10314078,1,1,23,2,0,2018-11-20 17:16:07,6,2.19,4,0.00,0.00,0.30,1.00,300,380,1900,450,6,0.05,0.00,1.52,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144396,ST030,2,10352189,XT006RJV81810,10314078,1,1,22,2,0,2018-11-20 17:16:01,6,2.29,4,0.00,0.00,0.31,1.00,300,380,1902,450,6,0.05,0.00,1.49,1.60,1400,1900,24,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144395,ST030,1,10352189,XT006RK182810,10314078,1,1,27,2,0,2018-11-20 17:16:01,17,4.00,13,0.95,1.00,0.56,1.05,0,0,40,0,15,0.01,0.00,1.02,1.50,30,40,7,60,17,0.95,1.00,1.02,1.10,1,0,7,100,OK
144394,ST030,2,10352189,XT006RJV81810,10314078,1,1,21,2,0,2018-11-20 17:15:56,6,2.06,4,0.00,0.00,0.29,1.00,300,380,1901,450,6,0.05,0.00,1.49,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144393,ST030,2,10352189,XT006RJV81810,10314078,1,1,20,2,0,2018-11-20 17:15:50,6,2.30,4,0.00,0.00,0.32,1.00,300,380,1901,450,6,0.05,0.00,1.48,1.60,1400,1900,17,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144392,ST030,1,10352189,XT006RK182810,10314078,1,1,23,2,0,2018-11-20 17:15:49,17,4.03,13,0.95,1.00,0.48,1.05,0,0,40,0,15,0.01,0.00,1.01,1.50,30,40,9,60,17,0.95,1.00,1.01,1.10,1,0,9,100,OK
144391,ST030,2,10352189,XT006RJV81810,10314078,1,1,19,2,0,2018-11-20 17:15:45,6,2.18,4,0.00,0.00,0.33,1.00,300,380,1902,450,6,0.05,0.00,1.50,1.60,1400,1900,23,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144390,ST030,2,10352189,XT006RJV81810,10314078,1,1,18,2,0,2018-11-20 17:15:39,6,2.08,4,0.00,0.00,0.33,1.00,300,380,1900,450,6,0.05,0.00,1.49,1.60,1400,1900,22,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
144389,ST030,1,10352189,XT006RK182810,10314078,1,1,19,2,0,2018-11-20 17:15:38,17,3.68,13,0.95,1.00,0.35,1.05,0,0,40,0,15,0.01,0.00,1.00,1.50,30,40,8,60,17,0.95,1.00,1.00,1.10,1,0,8,100,OK
144388,ST030,2,10352189,XT006RJV81810,10314078,1,1,17,2,0,2018-11-20 17:15:34,6,2.06,4,0.00,0.00,0.36,1.00,300,380,1902,450,6,0.05,0.00,1.48,1.60,1400,1900,18,2100,0,1.35,1.50,0.00,1.65,2,0,0,120,OK
